Building DAG of jobs...
output_file	date	rule	version	log-file(s)	status	plan
analysis/report/somatic_variants/08_lollipop_plots.csv	Mon Aug  8 19:55:08 2022	report_somatic_variants_lollipop_table	-		ok	no update
analysis/report/somatic_variants/08_details.yaml	Mon Aug  8 19:55:08 2022	report_somatic_variants_lollipop_table	-		ok	no update
analysis/report/copy_number_variation/01_copy_number_variation_plot.png	Mon Aug  8 20:20:10 2022	report_copynumberPlot	-		ok	no update
analysis/report/copy_number_variation/01_details.yaml	Mon Aug  8 20:20:10 2022	report_copynumberPlot	-		ok	no update
analysis/report/copy_number_variation/02_tumor_clonality.tsv	Mon Aug  8 20:20:19 2022	report_copy_number_clonality	-		ok	no update
analysis/report/copy_number_variation/02_details.yaml	Mon Aug  8 20:20:19 2022	report_copy_number_clonality	-		ok	no update
analysis/report/copy_number_variation/03_tumor_purity.tsv	Mon Aug  8 19:58:33 2022	report_copy_number_purity	-		ok	no update
analysis/report/copy_number_variation/03_details.yaml	Mon Aug  8 19:58:33 2022	report_copy_number_purity	-		ok	no update
analysis/report/neoantigens/01_HLA_Results.tsv	Mon Aug  8 19:49:50 2022	report_neoantigens_HLA	-		ok	no update
analysis/report/neoantigens/01_details.yaml	Mon Aug  8 19:49:50 2022	report_neoantigens_HLA	-		ok	no update
analysis/hlahd/NORMAL/result/NORMAL_final.result.txt	Mon Aug  8 19:49:50 2022	hlahd	-	analysis/logs/hlahd/NORMAL/NORMAL.hlahd.log	ok	no update
analysis/report/neoantigens/02_neoantigen_list.dt	Mon Aug  8 20:20:10 2022	report_neoantigens_neoantigen_list	-		ok	no update
analysis/report/neoantigens/02_details.yaml	Mon Aug  8 20:20:10 2022	report_neoantigens_neoantigen_list	-		ok	no update
analysis/report/neoantigens/03_tcellextrect.csv	Mon Aug  8 19:46:16 2022	report_neoantigens_tcellextrect	-		ok	no update
analysis/report/neoantigens/03_details.yaml	Mon Aug  8 19:46:16 2022	report_neoantigens_tcellextrect	-		ok	no update
analysis/report/neoantigens/04_msisensor2.csv	Mon Aug  8 19:45:52 2022	report_neoantigens_msisensor2	-		ok	no update
analysis/report/neoantigens/04_details.yaml	Mon Aug  8 19:45:52 2022	report_neoantigens_msisensor2	-		ok	no update
analysis/report/json/RUN.wes.json	Mon Aug  8 20:20:19 2022	report_generate_json	-		ok	no update
analysis/report/json/align/RUN.mapping.json	Mon Aug  8 19:45:00 2022	align_json_mapping	-		ok	no update
analysis/report/json/coverage/RUN.coverage.json	Mon Aug  8 19:46:38 2022	metrics_json_coverage	-		ok	no update
analysis/report/json/gc_content/RUN.gc_content.json	Mon Aug  8 19:47:23 2022	metrics_json_gc_content	-		ok	no update
analysis/report/json/insert_size/RUN.insert_size.json	Mon Aug  8 19:47:23 2022	metrics_json_insert_size	-		ok	no update
analysis/report/json/mean_quality/RUN.mean_quality.json	Mon Aug  8 19:47:23 2022	metrics_json_mean_quality	-		ok	no update
analysis/report/json/hla/RUN.hla.json	Mon Aug  8 19:49:50 2022	report_json_hla	-		ok	no update
analysis/report/json/tcellextrect/RUN.tcellextrect.json	Mon Aug  8 19:46:16 2022	tcellextrect_json	-		ok	no update
analysis/report/json/msisensor2/RUN.msisensor2.json	Mon Aug  8 19:45:52 2022	msisensor2_json	-		ok	no update
analysis/report/json/purity/RUN.purity.json	Mon Aug  8 19:58:33 2022	purity_json	-		ok	no update
analysis/report/report.html	Mon Aug  8 20:20:27 2022	report_auto_render	-		ok	no update
analysis/report.tar.gz	Mon Aug  8 20:20:27 2022	report_gzipReport	-		ok	no update
benchmarks.tar.gz	Mon Aug  8 20:20:28 2022	tar_benchmarks	-		ok	no update
